区域,小区名称,面积(㎡),户型,价格(元/月)
汉阳,磨山港湾,15,4室1厅2卫,1290
汉阳,福星惠誉汉阳华府,11,3室1厅1卫,1260
汉阳,红光鹏程苑,11,4室1厅2卫,1230
汉阳,都市兰亭,5,4室1厅2卫,1430
汉阳,磨山港湾,15,4室1厅2卫,1290
汉阳,磨山港湾,15,4室1厅2卫,1290
汉阳,金龙琴台馨都,11,4室1厅2卫,1130
汉阳,磨山港湾,15,4室1厅2卫,1090
汉阳,世茂锦绣长江二期,18,5室1厅2卫,1380
汉阳,磨山港湾,15,4室1厅2卫,1190
汉阳,邓甲新城A区,14,4室1厅2卫,1230
汉阳,金桥港湾花园,9,3室1厅1卫,1130
汉阳,世茂锦绣长江五期,14,4室1厅2卫,1430
汉阳,钰龙湾,11,4室1厅2卫,1260
汉阳,世茂锦绣长江二期,25,5室0厅3卫,1200
汉阳,都市兰亭,17,4室1厅2卫,1250
汉阳,都市兰亭,18,4室1厅2卫,1350
汉阳,福星惠誉汉阳华府,9,4室1厅2卫,1260
汉阳,复地翠微新城四期,19,4室1厅2卫,1230
汉阳,新长江香榭琴台,12,3室1厅1卫,1090
汉阳,金桥港湾花园,13,3室1厅1卫,1160
汉阳,复地翠微新城四期,18,3室1厅1卫,1160
汉阳,复地翠微新城四期,18,3室1厅1卫,1160
汉阳,磨山港湾,12,3室1厅2卫,1160
汉阳,磨山港湾,14,4室1厅2卫,1160
汉阳,世茂锦绣长江五期,11,4室1厅1卫,1230
汉阳,都市兰亭,19,4室1厅2卫,1280
汉阳,都市兰亭,22,3室2厅2卫,1400
汉阳,都市兰亭,22,4室1厅2卫,1400
汉阳,都市兰亭,16,4室1厅2卫,1300
汉阳,红光鹏程苑,11,4室1厅2卫,830
汉阳,钰龙湾,9,4室1厅2卫,990
汉阳,汉桥城中花园A区,15,3室1厅2卫,1330
汉阳,汉桥城中花园A区,10,3室1厅1卫,990
汉阳,铁桥新家园,10,4室1厅1卫,600
汉阳,铁桥新家园,15,4室1厅2卫,800
汉阳,磨山港湾,12,3室1厅1卫,1060
汉阳,汉桥城中花园A区,15,3室1厅1卫,1130
汉阳,地铁汉阳城,10,3室1厅1卫,1330
汉阳,地铁汉阳城,11,3室1厅1卫,1060
汉阳,磨山港湾,13,3室1厅1卫,1230
汉阳,磨山港湾,9,3室1厅1卫,1060
汉阳,汉桥城中花园C区,8,3室1厅1卫,990
汉阳,磨山港湾,19,3室1厅1卫,1260
汉阳,磨山港湾,18,3室1厅2卫,1390
汉阳,钰龙湾,10,3室1厅1卫,930
汉阳,磨山港湾,13,4室1厅2卫,960
汉阳,磨山港湾,15,4室1厅2卫,1390
汉阳,红光鹏程苑,8,4室1厅2卫,990
汉阳,磨山港湾,15,4室1厅2卫,1230
汉阳,铁桥新家园,8,4室1厅2卫,550
汉阳,十里玫瑰,10,4室1厅2卫,730
汉阳,金龙琴台馨都,8,4室1厅2卫,790
汉阳,都市兰亭,25,4室1厅2卫,1050
汉阳,磨山港湾,13,4室1厅2卫,930
汉阳,世茂锦绣长江一期,7,3室1厅1卫,990
汉阳,闽东国际,20,4室1厅2卫,1000
汉阳,五里汉城,10,3室1厅1卫,960
汉阳,锦绣汉江四区,13,3室1厅1卫,960
汉阳,汉桥城中花园A区,10,3室1厅1卫,1090
汉阳,磨山港湾,15,4室1厅2卫,960
汉阳,磨山港湾,12,4室1厅2卫,890
汉阳,芳卉园,12,4室1厅1卫,990
汉阳,都市兰亭,30,3室1厅1卫,1500
汉阳,闽东国际,28,5室0厅2卫,1600
汉阳,蓝江家园,35,4室2厅2卫,1400
汉阳,磨山港湾,13,4室1厅2卫,1260
汉阳,闽东国际,20,4室1厅2卫,1700
汉阳,闽东国际,30,5室0厅2卫,1550
汉阳,闽东国际,25,3室1厅2卫,1200
汉阳,都市兰亭,30,4室1厅2卫,1350
汉阳,磨山港湾,7,4室1厅2卫,760
汉阳,磨山港湾,8,4室1厅2卫,760
汉阳,地铁汉阳城,8,3室1厅1卫,730
汉阳,阳光城十里新城,12,4室1厅1卫,1260
汉阳,磨山港湾,12,3室1厅2卫,890
汉阳,和谐家园(汉阳大道),12,3室1厅1卫,860
汉阳,世茂锦绣长江五期,12,4室1厅1卫,1160
汉阳,金桥港湾花园,10,3室1厅1卫,990
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1190
汉阳,磨山港湾,14,5室1厅2卫,1290
汉阳,阳光城十里新城,9,3室1厅1卫,1030
汉阳,磨山港湾,9,5室1厅2卫,830
汉阳,磨山港湾,9,5室1厅2卫,930
汉阳,磨山港湾,11,4室1厅2卫,890
汉阳,阳光城十里新城,9,3室1厅1卫,1190
汉阳,中国铁建国际城,8,4室1厅1卫,830
汉阳,红光颐景苑,8,5室1厅2卫,730
汉阳,世茂锦绣长江五期,8,5室1厅2卫,960
汉阳,磨山港湾,14,5室1厅2卫,1230
汉阳,红光鹏程苑,10,4室1厅2卫,1060
汉阳,红光颐景苑,9,4室1厅1卫,830
汉阳,磨山港湾,14,5室1厅2卫,1290
汉阳,阳光城十里新城,10,4室1厅2卫,930
汉阳,中国铁建国际城,8,3室1厅1卫,990
汉阳,磨山港湾,14,5室1厅2卫,1290
汉阳,世茂锦绣长江五期,13,4室1厅1卫,1360
汉阳,七里庙供电局宿舍,12,3室1厅1卫,830
汉阳,钰龙湾,12,4室1厅1卫,860
汉阳,嘉怡苑,19,4室2厅2卫,750
汉阳,磨山港湾,19,4室1厅2卫,1000
汉阳,永安堂,20,4室2厅2卫,700
汉阳,七里庙供电局宿舍,12,3室1厅1卫,960
汉阳,七里庙供电局宿舍,12,3室1厅1卫,1060
汉阳,七里庙供电局宿舍,13,3室1厅1卫,890
汉阳,七里庙供电局宿舍,12,3室1厅1卫,1090
汉阳,七里庙供电局宿舍,9,3室1厅1卫,930
汉阳,七里庙供电局宿舍,11,3室1厅1卫,1060
汉阳,七里庙供电局宿舍,12,3室1厅1卫,960
汉阳,七里庙供电局宿舍,13,3室1厅1卫,960
汉阳,七里庙供电局宿舍,12,3室1厅1卫,860
汉阳,七里庙供电局宿舍,9,4室1厅2卫,960
汉阳,七里庙供电局宿舍,13,3室1厅1卫,960
汉阳,七里庙供电局宿舍,12,3室1厅1卫,860
汉阳,七里庙供电局宿舍,12,3室1厅1卫,1090
汉阳,七里庙供电局宿舍,9,3室1厅1卫,930
汉阳,七里庙供电局宿舍,11,3室1厅1卫,1060
汉阳,七里庙供电局宿舍,12,3室1厅1卫,960
汉阳,七里庙供电局宿舍,9,3室1厅1卫,930
汉阳,磨山港湾,16,4室1厅2卫,800
汉阳,阳光城十里新城,8,4室1厅2卫,860
汉阳,鹦鹉花园樱花园,30,3室1厅1卫,800
汉阳,雅丽花园二期,15,4室1厅1卫,700
汉阳,十里玫瑰,16,4室1厅1卫,900
汉阳,磨山港湾,12,5室1厅2卫,790
汉阳,磨山港湾,10,4室1厅2卫,830
汉阳,磨山港湾,15,3室1厅2卫,1290
汉阳,磨山港湾,13,5室1厅2卫,830
汉阳,世茂锦绣长江五期,8,4室1厅2卫,1060
汉阳,阳光城十里新城,8,4室1厅1卫,890
汉阳,磨山港湾,9,5室1厅2卫,860
汉阳,福星惠誉汉阳城,8,4室1厅2卫,1130
汉阳,五里汉城,9,4室1厅2卫,890
汉阳,钰龙湾景园,10,3室1厅1卫,1060
汉阳,中国铁建国际城,10,4室1厅1卫,860
汉阳,邓甲新城A区,7,3室1厅1卫,790
汉阳,阳光城十里新城,9,5室1厅2卫,890
汉阳,世茂锦绣长江四期,11,3室1厅1卫,1130
汉阳,阳光城十里新城,15,3室1厅1卫,1000
汉阳,鹦鹉花园牡丹园,28,3室2厅2卫,1000
汉阳,钰龙湾,13,4室1厅2卫,860
汉阳,磨山港湾,12,5室1厅2卫,830
汉阳,磨山港湾,12,5室1厅2卫,860
汉阳,磨山港湾,8,5室1厅2卫,890
汉阳,中国铁建国际城,8,4室1厅1卫,890
汉阳,磨山港湾,12,5室1厅2卫,830
汉阳,磨山港湾,20,4室1厅2卫,1000
汉阳,鹦鹉花园枫叶苑,25,4室1厅1卫,1100
汉阳,琴台社区,18,3室1厅1卫,1100
汉阳,世茂锦绣长江五期,11,4室1厅1卫,1090
汉阳,地铁汉阳城,11,4室1厅2卫,1030
汉阳,磨山港湾,16,4室1厅2卫,1060
汉阳,红光颐景苑,11,5室1厅2卫,830
汉阳,江腾苑A1区,9,5室1厅2卫,830
汉阳,江腾苑A1区,9,5室1厅2卫,790
汉阳,鹦鹉花园枫叶苑,25,5室0厅1卫,850
汉阳,鹦鹉花园牡丹园,18,4室1厅2卫,900
汉阳,枫华苑,7,4室1厅1卫,830
汉阳,阳光城十里新城,11,3室1厅1卫,990
汉阳,钰龙湾,7,4室1厅1卫,760
汉阳,阳光城十里新城,8,4室1厅2卫,890
汉阳,磨山港湾,12,3室1厅2卫,860
汉阳,磨山港湾,15,4室1厅2卫,1190
汉阳,锦绣汉江四区,12,4室1厅1卫,860
汉阳,鹦鹉花园牡丹园,18,5室1厅1卫,1050
汉阳,江腾苑A1区,10,3室1厅1卫,930
汉阳,油田小区,22,3室1厅1卫,1000
汉阳,世茂锦绣长江五期,8,4室1厅2卫,1030
汉阳,钰龙湾,12,3室1厅1卫,1030
汉阳,世茂锦绣长江五期,7,4室1厅1卫,930
汉阳,磨山港湾,14,4室1厅2卫,1060
汉阳,钰龙湾,7,4室1厅1卫,960
汉阳,地铁汉阳城,11,4室1厅2卫,1030
汉阳,磨山港湾,14,4室1厅2卫,1060
汉阳,磨山港湾,9,5室1厅2卫,930
汉阳,磨山港湾,12,4室1厅2卫,1130
汉阳,磨山港湾,16,4室1厅2卫,1090
汉阳,磨山港湾,15,5室1厅2卫,1030
汉阳,磨山港湾,9,5室1厅2卫,930
汉阳,磨山港湾,13,4室1厅2卫,1060
汉阳,磨山港湾,9,5室1厅2卫,890
汉阳,磨山港湾,12,4室1厅2卫,1030
汉阳,磨山港湾,13,4室1厅2卫,1060
汉阳,金桥港湾花园,9,3室1厅1卫,1130
汉阳,统建水岸人家,8,4室1厅2卫,930
汉阳,钰龙湾景园,10,4室1厅1卫,1060
汉阳,鹦鹉花园枫叶苑,18,5室1厅3卫,1150
汉阳,邓甲新城A区,9,4室1厅2卫,830
汉阳,世茂锦绣长江四期,8,3室1厅1卫,1030
汉阳,世茂锦绣长江五期,9,4室1厅2卫,1030
汉阳,五琴里社区,35,4室1厅1卫,1000
汉阳,钰龙湾,7,4室1厅1卫,960
汉阳,世茂锦绣长江五期,10,4室1厅2卫,1130
汉阳,钰龙湾,10,4室1厅1卫,1030
汉阳,世茂锦绣长江五期,14,4室1厅1卫,1060
汉阳,磨山港湾,12,5室1厅3卫,1230
汉阳,磨山港湾,12,4室1厅2卫,1290
汉阳,世茂锦绣长江五期,15,4室1厅2卫,1560
汉阳,闽东国际,22,3室2厅2卫,1650
汉阳,地铁汉阳城,10,3室1厅1卫,1190
汉阳,钰龙湾,12,4室1厅2卫,1290
汉阳,新长江香榭琴台,14,4室1厅2卫,1430
汉阳,鹦鹉花园玫瑰湖畔,25,4室1厅1卫,1300
汉阳,世茂锦绣长江五期,10,4室1厅2卫,1190
汉阳,世茂锦绣长江五期,10,4室1厅2卫,1260
汉阳,世茂锦绣长江五期,10,4室2厅2卫,1260
汉阳,磨山港湾,16,5室1厅2卫,1230
汉阳,鹦鹉花园牡丹园,18,5室1厅1卫,1200
汉阳,世茂锦绣长江五期,11,4室1厅1卫,1360
汉阳,闽东国际,18,3室2厅2卫,1400
汉阳,世茂锦绣长江五期,11,4室1厅2卫,1260
汉阳,世茂锦绣长江四期,11,3室1厅1卫,1290
汉阳,世茂锦绣长江五期,13,4室1厅1卫,1360
汉阳,阳光城十里新城,10,3室1厅1卫,1190
汉阳,十里玫瑰,19,4室1厅2卫,1000
汉阳,十里玫瑰,16,4室1厅2卫,800
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1160
汉阳,复地翠微新城,13,3室1厅1卫,960
汉阳,汉桥城中花园D区,14,4室1厅2卫,890
汉阳,钰龙湾,10,3室1厅1卫,890
汉阳,红光鹏程苑,11,4室1厅2卫,1360
汉阳,五琴里社区,22,3室2厅1卫,1000
汉阳,世茂锦绣长江五期,12,4室1厅1卫,1290
汉阳,七里庙供电局宿舍,15,4室1厅2卫,1530
汉阳,江腾苑A1区,17,4室1厅1卫,1290
汉阳,七里庙供电局宿舍,12,3室1厅1卫,1290
汉阳,七里庙供电局宿舍,9,4室1厅2卫,960
汉阳,磨山港湾,19,4室1厅2卫,1100
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1130
汉阳,十里玫瑰,19,4室1厅2卫,1000
汉阳,十里玫瑰,16,4室1厅2卫,800
汉阳,七里庙供电局宿舍,9,3室1厅1卫,990
汉阳,七里庙供电局宿舍,13,3室1厅1卫,1090
汉阳,汉桥城中花园A区,14,3室1厅1卫,1130
汉阳,七里庙供电局宿舍,15,3室1厅1卫,1190
汉阳,地铁汉阳城,8,4室1厅2卫,790
汉阳,世茂锦绣长江四期,15,4室1厅2卫,1490
汉阳,七里庙供电局宿舍,12,4室1厅2卫,1030
汉阳,钰龙湾景园,10,3室1厅1卫,990
汉阳,红光颐景苑,10,3室1厅1卫,930
汉阳,红光鹏程苑,11,4室1厅2卫,1360
汉阳,钰龙湾景园,12,4室1厅2卫,1360
汉阳,钰龙湾,8,3室1厅1卫,790
汉阳,钰龙湾景园,11,4室1厅1卫,960
汉阳,红光颐景苑,14,5室1厅2卫,890
汉阳,红光颐景苑,12,5室1厅2卫,890
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1190
汉阳,中国铁建国际城,8,4室1厅1卫,890
汉阳,磨山港湾,16,5室1厅2卫,1090
汉阳,钰龙湾景园,6,4室1厅2卫,890
汉阳,福星惠誉汉阳华府,8,4室1厅2卫,1190
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1130
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1190
汉阳,中国铁建国际城,8,4室1厅1卫,830
汉阳,红光鹏程苑,11,4室1厅2卫,1060
汉阳,地铁汉阳城,9,3室1厅1卫,1030
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1190
汉阳,世茂锦绣长江五期,18,4室1厅2卫,1360
汉阳,福星惠誉汉阳华府,13,3室1厅1卫,1160
汉阳,红光颐景苑,14,5室1厅2卫,930
汉阳,磨山港湾,12,5室1厅2卫,860
汉阳,磨山港湾,16,5室1厅2卫,1090
汉阳,中国铁建国际城,8,4室1厅1卫,890
汉阳,福星惠誉汉阳华府,10,4室1厅2卫,1060
汉阳,磨山港湾,16,5室1厅2卫,1090
汉阳,磨山港湾,16,4室1厅2卫,1190
汉阳,磨山港湾,16,4室1厅2卫,1030
汉阳,磨山港湾,12,5室1厅2卫,830
汉阳,磨山港湾,14,4室1厅2卫,1230
汉阳,磨山港湾,14,4室1厅2卫,1290
汉阳,磨山港湾,16,4室1厅2卫,1030
汉阳,磨山港湾,13,5室1厅2卫,830
汉阳,阳光城十里新城,13,3室1厅1卫,1230
汉阳,钰龙湾景园,11,4室1厅1卫,860
汉阳,福星惠誉汉阳华府,11,3室1厅1卫,1290
汉阳,磨山港湾,14,5室1厅2卫,1230
汉阳,钰龙湾景园,11,4室1厅1卫,860
汉阳,红光颐景苑,11,5室1厅2卫,860
汉阳,红光颐景苑,10,4室1厅1卫,830
汉阳,阳光城十里新城,8,4室1厅1卫,890
汉阳,磨山港湾,13,4室1厅2卫,1060
汉阳,福星惠誉汉阳华府,10,3室1厅1卫,1190
汉阳,磨山港湾,11,5室1厅3卫,830
汉阳,磨山港湾,16,5室1厅2卫,1090
汉阳,磨山港湾,16,3室1厅1卫,990
汉阳,福星惠誉汉阳华府,12,3室1厅1卫,1160
汉阳,阳光城十里新城,8,4室1厅2卫,890
汉阳,钰龙湾景园,6,4室1厅2卫,890
汉阳,钰龙湾景园,12,4室1厅2卫,930
汉阳,磨山港湾,16,5室1厅2卫,1090
汉阳,钰龙湾景园,11,4室1厅1卫,860
汉阳,福星惠誉汉阳华府,9,4室1厅2卫,1090
汉阳,福星惠誉汉阳华府,12,4室1厅2卫,1560
汉阳,阳光城十里新城,8,4室1厅2卫,890
汉阳,磨山港湾,12,4室1厅2卫,930
汉阳,磨山港湾,11,5室1厅3卫,830
汉阳,磨山港湾,12,4室1厅2卫,1030
汉阳,七里庙供电局宿舍,14,3室1厅1卫,1090
汉阳,钰龙湾景园,12,4室1厅2卫,1260
汉阳,七里庙供电局宿舍,12,3室1厅1卫,790
汉阳,中国铁建国际城,11,5室1厅2卫,860
汉阳,钰龙湾景园,8,4室1厅1卫,760
汉阳,阳光城十里新城,7,4室1厅1卫,760
汉阳,磨山港湾,8,4室1厅2卫,830
汉阳,钰龙湾,9,4室1厅1卫,760
汉阳,阳光城十里新城,9,5室1厅2卫,860
汉阳,七里庙供电局宿舍,9,3室1厅1卫,930
汉阳,七里庙供电局宿舍,9,3室1厅1卫,890
汉阳,碧溪苑一期,20,4室1厅1卫,850
汉阳,磨山港湾,7,4室1厅2卫,760
汉阳,磨山港湾,8,4室1厅2卫,790
汉阳,锦绣苑,30,5室1厅4卫,1100
汉阳,钰龙湾景园,7,4室1厅1卫,760
汉阳,自力新村,30,5室1厅2卫,950
汉阳,五琴里社区,22,4室1厅1卫,850
汉阳,磨山港湾,8,4室1厅2卫,760
汉阳,磨山港湾,8,4室1厅2卫,760
汉阳,十里玫瑰,14,4室1厅2卫,790
汉阳,鹦鹉花园枫叶苑,30,5室0厅1卫,900
汉阳,锦绣苑,30,3室1厅2卫,1000
汉阳,江腾苑A1区,11,3室1厅1卫,890
汉阳,鹦鹉花园枫叶苑,35,5室0厅1卫,1100
汉阳,红光颐景苑,11,3室1厅1卫,1060
汉阳,邓甲新城A区,8,3室1厅1卫,830
汉阳,鹦鹉花园枫叶苑,20,5室1厅1卫,900
汉阳,自力新村,30,5室1厅2卫,900
汉阳,磨山港湾,8,4室1厅2卫,790
汉阳,红光颐景苑,11,5室1厅2卫,860
汉阳,鹦鹉花园枫叶苑,25,5室1厅1卫,1100
汉阳,邓甲新城A区,8,3室1厅1卫,860
汉阳,金桥港湾花园,10,3室1厅1卫,990
汉阳,世茂锦绣长江五期,8,4室1厅2卫,1060
汉阳,地铁汉阳城,8,3室1厅1卫,790
汉阳,阳光城十里新城,8,4室1厅2卫,990
汉阳,世茂锦绣长江五期,10,4室1厅2卫,1090
汉阳,锦绣苑,30,5室1厅4卫,1200
汉阳,七里庙供电局宿舍,15,3室1厅1卫,1160
汉阳,七里庙供电局宿舍,13,3室1厅1卫,1060
汉阳,鹦鹉花园玫瑰湖畔,16,4室1厅2卫,800
汉阳,钰龙湾景园,7,3室1厅1卫,760
汉阳,七里庙供电局宿舍,14,3室1厅1卫,1130
汉阳,金桥港湾花园,11,3室1厅1卫,1060
汉阳,五琴里社区,20,3室2厅1卫,800
汉阳,七里庙供电局宿舍,14,3室1厅1卫,960
汉阳,红光鹏程苑,10,4室1厅2卫,890
汉阳,世茂锦绣长江五期,7,4室1厅1卫,860
汉阳,磨山港湾,8,4室1厅2卫,760
汉阳,磨山港湾,8,4室1厅2卫,830
汉阳,钰龙湾景园,8,4室1厅1卫,790
汉阳,世茂锦绣长江五期,8,4室1厅2卫,1030
汉阳,世茂锦绣长江五期,14,4室1厅2卫,1530
汉阳,磨山港湾,8,4室1厅2卫,790
汉阳,红光颐景苑,11,5室1厅2卫,1230
汉阳,红光颐景苑,11,5室1厅2卫,890
汉阳,钰龙湾景园,14,4室1厅2卫,1360
汉阳,红光颐景苑,12,5室1厅2卫,1230
汉阳,红光颐景苑,6,4室1厅1卫,660
汉阳,鯉跃龍门,22,3室1厅1卫,800
汉阳,鯉跃龍门,26,5室1厅2卫,1000
汉阳,鲤鱼洲家园,18,3室1厅1卫,700
汉阳,鲤鱼洲家园,20,3室1厅1卫,800
汉阳,老关新城,25,5室1厅4卫,850
汉阳,江城明珠,18,4室1厅1卫,750
汉阳,江城明珠,23,4室1厅1卫,750
汉阳,江城明珠,15,4室1厅1卫,600
汉阳,鲤鱼洲家园,18,3室1厅1卫,700
汉阳,老关新城,13,4室1厅3卫,730
汉阳,太子尚品,18,4室1厅4卫,700
汉阳,鲤鱼洲家园,26,3室1厅1卫,800
汉阳,太子尚品,18,4室1厅4卫,700
汉阳,老关新城,30,4室1厅3卫,680
汉阳,新城璟悦城,7,4室1厅2卫,730
汉阳,江城明珠,15,3室1厅1卫,750
汉阳,鯉跃龍门,18,5室1厅2卫,700
汉阳,鯉跃龍门,20,5室1厅2卫,700
汉阳,鲤鱼洲家园,18,3室1厅1卫,700
汉阳,龙江庭苑C区,7,3室1厅1卫,760
汉阳,江城明珠,25,4室1厅2卫,750
汉阳,太子尚品,20,4室1厅1卫,850
汉阳,江城明珠,20,4室1厅1卫,600
汉阳,广电兰亭时代,8,5室1厅2卫,730
汉阳,广电兰亭时代,20,4室0厅4卫,1000
汉阳,鲤鱼洲家园,26,4室1厅2卫,1000
汉阳,老关新城,15,3室1厅2卫,700
汉阳,江城明珠,22,4室1厅1卫,1000
汉阳,江城明珠,25,4室1厅1卫,950
汉阳,新城璟悦城,8,5室1厅2卫,660
汉阳,金地澜菲溪岸,11,4室1厅1卫,930
汉阳,新城璟悦城,6,4室1厅1卫,730
汉阳,老关新城,20,5室0厅4卫,850
汉阳,太子尚品,18,5室1厅1卫,750
汉阳,金地澜菲溪岸,11,4室1厅1卫,760
汉阳,金地澜菲溪岸,8,4室1厅1卫,790
汉阳,观澜国际,8,4室1厅1卫,790
汉阳,新城璟悦城,11,4室1厅1卫,790
汉阳,江城明珠,23,4室1厅1卫,750
汉阳,鯉跃龍门,18,3室1厅1卫,700
汉阳,江城明珠,15,4室1厅2卫,800
汉阳,广电兰亭时代,18,4室2厅2卫,700
汉阳,江腾苑A1区,10,4室1厅2卫,830
汉阳,华润中央公园一期,11,3室1厅1卫,960
汉阳,太子尚品,18,5室1厅1卫,750
汉阳,江城明珠,16,3室1厅1卫,700
汉阳,太子尚品,16,4室1厅1卫,750
汉阳,老关新城,20,4室1厅1卫,750
汉阳,观澜国际,7,4室1厅2卫,830
汉阳,金地澜菲溪岸,11,4室1厅1卫,760
汉阳,名流公馆,7,4室1厅2卫,1060
汉阳,名流公馆,21,3室1厅1卫,1090
汉阳,华润中央公园一期,12,4室1厅1卫,1260
汉阳,万科汉阳国际A区,14,4室1厅2卫,1160
汉阳,江城明珠,20,4室1厅1卫,1000
汉阳,江城明珠,22,4室1厅1卫,800
汉阳,江城明珠,20,4室1厅1卫,700
汉阳,江城明珠,20,4室1厅1卫,800
汉阳,鯉跃龍门,15,3室1厅1卫,650
汉阳,江城明珠,20,3室1厅1卫,830
汉阳,江城明珠,12,5室0厅2卫,550
汉阳,江城明珠,20,3室1厅1卫,800
汉阳,江城明珠,9,4室1厅1卫,660
汉阳,江城明珠,15,5室0厅2卫,680
汉阳,江城明珠,20,5室0厅2卫,730
汉阳,老关新城,7,4室1厅2卫,630
汉阳,江城明珠,7,4室1厅1卫,790
汉阳,江城明珠,25,4室1厅2卫,680
汉阳,金地澜菲溪岸,10,4室1厅1卫,690
汉阳,陶馨阁,10,4室1厅2卫,930
汉阳,陶馨阁,10,4室1厅2卫,730
汉阳,陶馨阁,13,3室1厅1卫,960
汉阳,陶馨阁,10,3室1厅1卫,960
汉阳,陶馨阁,13,4室1厅2卫,1130
汉阳,陶馨阁,10,3室1厅1卫,960
汉阳,陶馨阁,13,3室1厅1卫,1030
汉阳,广电兰亭时代,11,3室1厅1卫,760
汉阳,广电兰亭时代,18,4室0厅4卫,850
汉阳,广电兰亭时代,16,4室0厅4卫,850
汉阳,鲤鱼洲家园,23,3室1厅1卫,800
汉阳,老关新城,16,4室1厅3卫,800
汉阳,老关新城,16,4室0厅3卫,510
汉阳,老关新城,10,3室1厅2卫,501
汉阳,太子尚品,12,4室1厅2卫,590
汉阳,鲤鱼洲家园,15,4室1厅2卫,600
汉阳,鲤鱼洲家园,16,4室1厅2卫,550
汉阳,江城明珠,20,4室1厅2卫,600
汉阳,鲤鱼洲家园,23,4室1厅2卫,650
汉阳,老关新城,16,3室1厅2卫,700
汉阳,广电兰亭时代,6,4室1厅2卫,730
汉阳,鲤鱼洲家园,28,3室1厅1卫,800
汉阳,金地澜菲溪岸,6,4室1厅1卫,660
汉阳,广电兰亭时代,9,5室1厅2卫,660
汉阳,新城璟悦城,9,4室1厅2卫,690
汉阳,绿地悦澜湾,7,4室1厅2卫,730
汉阳,老关新城,13,5室0厅4卫,700
汉阳,江城明珠,23,4室1厅2卫,1000
汉阳,南国明珠四期,8,4室1厅2卫,860
汉阳,钰龙旭辉半岛,15,4室1厅2卫,1160
汉阳,新城璟悦城,8,4室1厅2卫,760
汉阳,老关新城,10,3室1厅1卫,690
汉阳,老关新城,10,3室1厅1卫,760
汉阳,观澜国际,18,5室0厅4卫,900
汉阳,鲤鱼洲家园,25,3室1厅1卫,700
汉阳,江城明珠,13,5室0厅2卫,550
汉阳,江城明珠,15,5室0厅2卫,600
汉阳,观澜国际,20,5室0厅4卫,950
汉阳,新城璟悦城,7,4室1厅2卫,730
汉阳,金地澜菲溪岸,6,4室1厅1卫,590
汉阳,华发未来荟,9,4室1厅2卫,1090
汉阳,新城丽景B区,12,4室1厅2卫,830
汉阳,保和墨水湾,9,5室1厅2卫,760
汉阳,陶馨园,18,4室1厅1卫,850
汉阳,陶馨园,17,3室1厅1卫,800
汉阳,太子尚品,18,4室1厅1卫,750
汉阳,江城明珠,12,3室2厅2卫,800
汉阳,太子水榭,22,4室1厅2卫,900
汉阳,观澜国际,10,4室1厅1卫,730
汉阳,太子尚品,13,4室1厅1卫,760
汉阳,太子水榭,25,4室1厅3卫,950
汉阳,太子尚品,10,4室1厅1卫,690
汉阳,太子尚品,8,4室1厅1卫,690
汉阳,太子尚品,14,4室1厅1卫,790
汉阳,招商公园1872,9,4室1厅2卫,730
汉阳,招商公园1872,9,4室1厅2卫,690
汉阳,招商公园1872,11,4室1厅2卫,730
汉阳,太子尚品,11,4室1厅2卫,760
汉阳,开来都市丰景,15,4室2厅2卫,600
汉阳,新城丽景B区,9,3室1厅1卫,790
汉阳,新城丽景B区,11,4室1厅2卫,760
汉阳,新城丽景B区,12,4室1厅2卫,790
汉阳,太子水榭,14,3室1厅1卫,760
汉阳,太子水榭,35,4室3厅4卫,1000
汉阳,龙江庭苑C区,11,3室1厅1卫,860
汉阳,太子尚品,13,4室1厅1卫,960
汉阳,新城丽景B区,10,5室1厅2卫,790
汉阳,新城丽景B区,10,4室1厅2卫,760
汉阳,新城丽景B区,9,3室1厅1卫,830
汉阳,新城丽景B区,11,4室1厅2卫,760
汉阳,新城丽景B区,9,3室1厅1卫,790
汉阳,新城丽景B区,10,3室1厅1卫,830
汉阳,新城丽景B区,11,3室1厅1卫,890
汉阳,太子水榭,24,4室1厅3卫,950
汉阳,金地澜菲溪岸,8,4室1厅1卫,930
汉阳,新城丽景B区,8,5室1厅2卫,690
汉阳,新城丽景B区,13,4室1厅2卫,1190
汉阳,新城丽景B区,17,4室1厅2卫,1060
汉阳,瑞园小区,11,3室1厅1卫,990
汉阳,新城丽景B区,9,3室1厅1卫,860
汉阳,新城丽景B区,9,3室1厅1卫,890
汉阳,新城丽景B区,9,3室1厅1卫,890
汉阳,新城丽景B区,9,3室1厅1卫,890
汉阳,新城丽景B区,9,3室1厅1卫,930
汉阳,新城丽景B区,13,4室1厅1卫,890
汉阳,新城丽景B区,16,4室1厅1卫,960
汉阳,新城丽景B区,16,4室1厅1卫,890
汉阳,新城丽景B区,10,3室1厅1卫,960
汉阳,新城丽景B区,14,4室1厅2卫,1060
汉阳,新城丽景B区,11,4室1厅1卫,830
